"PageTitle","HtmlTitle","LocalPagePath","PageType","SectionGuess","HeroImage","MetadataRowCount","HasAncillaryDocumentation","AncillaryCardCount","HasSelectedOnlineDocumentation","HasSelectedOnlineCirculation","HasDocumentationGrid","ExternalLinkCount_AllHttp","ExternalDocumentationLinkCount_ExcludingRonEnglishArchive","DocumentationURLs","ContainsTramptPublicLink","ContainsVisibleOneToOne","ContainsRatioOneToOne","ContainsMoneyDecimals","ContainsMoneyNoCommas_Possible","ContainsPublicIdentifierRows","ContainsWorkingCatalogueNote","NeedsReview","ReviewReason"
"Melty Ronnnie Rabbbit - Blue","Melty Ronnnie Rabbbit - Blue - Ron English Catalogue Raisonne","items\blue-melty-ronnnie-rabbbit-19.html","Individual item page","Custom Toys","../images/Trampt/Blue%20Melty%20Ronnnie%20Rabbbit%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Melty Ronnnie Rabbbit - Glitter Blue","Melty Ronnnie Rabbbit - Glitter Blue - Ron English Catalogue Raisonne","items\glitter-blue-melty-ronnnie-rabbbit-20.html","Individual item page","Custom Toys","../images/Trampt/Glitter%20Blue%20Melty%20Ronnnie%20Rabbbit%20-%20DESIGNER%20TOY.jpeg","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Menace Hulk (SDCC '19)","Menace Hulk (SDCC '19) - Ron English Catalogue Raisonne","items\menace-hulk-sdcc-19-426.html","Individual item page","Custom Toys","../images/Trampt/Menace%20Hulk%20(SDCC%20&#39;19)%20-%20DESIGNER%20TOY.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Metallic Purple & Red Lady Lips","Metallic Purple & Red Lady Lips - Ron English Catalogue Raisonne","items\metallic-purple-red-lady-lips-1076.html","Individual item page","Custom Toys","../images/Trampt/Metallic Purple & Red Lady Lips - DESIGNER TOY-3.jpeg","5","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Metallic Purple Punk Skunk (SDCC '18)","Metallic Purple Punk Skunk (SDCC '18) - Ron English Catalogue Raisonne","items\metallic-purple-punk-skunk-sdcc-18-131.html","Individual item page","Custom Toys","../images/Trampt/Metallic Purple Punk Skunk (SDCC ","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Metallica Dots","Metallica Dots - Ron English Toys and Sculptural Editions","items\metallica-dots-179.html","Individual item page","Custom Toys","../images/Trampt/Metallica%20Dots%20-%20Original%20Art%20-%20Trampt%20item%20179.jpeg","0","False","0","False","False","False","1","1","https://www.trampt.com/item/metallica-dots-ron-english-oil-y5DKhKGG3Bndel","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
"Mighty MC","Mighty MC - Ron English Catalogue Raisonne","items\mighty-mc-776.html","Individual item page","Custom Toys","../images/Trampt/Mighty%20MC%20-%20DESIGNER%20TOY.jpeg","5","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Modzilla - Blues Berry","Modzilla - Blues Berry - Ron English Catalogue Raisonne","items\modzilla-blues-berry-931.html","Individual item page","Custom Toys","../images/Trampt/modzilla%20Blues%20Berry%20-%20DESIGNER%20TOY.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Modzilla - GID","Modzilla - GID - Ron English Catalogue Raisonne","items\gid-modzilla-198.html","Individual item page","Custom Toys","../images/Trampt/GID Modzilla - DESIGNER TOY-3.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Modzilla - Hand Painted 1","Modzilla - Hand Painted 1 - Ron English Catalogue Raisonne","items\hand-painted-modzilla-358.html","Individual item page","Custom Toys","../images/Trampt/Hand%20Painted%20Modzilla%20-%20Custom%20Toy%20-%20Trampt%20item%20358.jpg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Modzilla - Hand Painted 2","Modzilla - Hand Painted 2 - Ron English Catalogue Raisonne","items\hand-painted-modzilla-521.html","Individual item page","Custom Toys","../images/Trampt/Hand%20Painted%20Modzilla%20-%20Custom%20Toy%20-%20Trampt%20item%20521.jpg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Modzilla - Rainbow","Modzilla - Rainbow - Ron English Catalogue Raisonne","items\modzilla-rainbow-375.html","Individual item page","Custom Toys","../images/Trampt/MODZILLA%20RAINBOW%20-%20DESIGNER%20TOY.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Modzilla - Springtime","Modzilla - Springtime - Ron English Catalogue Raisonne","items\modzilla-springtime-edition-475.html","Individual item page","Custom Toys","../images/Trampt/Modzilla%20-%20Springtime%20edition%20-%20DESIGNER%20TOY.jpeg","9","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MODZILLA - unpainted green","MODZILLA - unpainted green - Ron English Catalogue Raisonne","items\modzilla-unpainted-green-189.html","Individual item page","Custom Toys","../images/Trampt/MODZILLA - unpainted green - DESIGNER TOY-2.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Modzilla (KaijuCon '19)","Modzilla (KaijuCon '19) - Ron English Catalogue Raisonne","items\modzilla-kaijucon-19-793.html","Individual item page","Custom Toys","../images/Trampt/Modzilla (KaijuCon ","6","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Modzilla Custom Green","Modzilla Custom Green - Ron English Catalogue Raisonne","items\modzilla-custom-a-736.html","Individual item page","Custom Toys","../images/Trampt/MODZILLA%20CUSTOM%20A%20-%20Custom%20Toy%20-%20Trampt%20item%20736.jpg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Modzilla Custom Purple Stripe","Modzilla Custom Purple Stripe - Ron English Catalogue Raisonne","items\modzilla-custom-b-526.html","Individual item page","Custom Toys","../images/Trampt/MODZILLA%20CUSTOM%20B%20-%20Custom%20Toy%20-%20Trampt%20item%20526.jpg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Modzilla Custom Tiger","Modzilla Custom Tiger - Ron English Catalogue Raisonne","items\modzilla-custom-818.html","Individual item page","Custom Toys","../images/Trampt/Modzilla%20Custom%20-%20Custom%20Toy%20-%20Trampt%20item%20818.jpg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Modzilla Custom Yellow & Blue","Modzilla Custom Yellow & Blue - Ron English Catalogue Raisonne","items\modzilla-custom-c-210.html","Individual item page","Custom Toys","../images/Trampt/MODZILLA%20CUSTOM%20C%20-%20Custom%20Toy%20-%20Trampt%20item%20210.jpg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Mogul Grin - Bone","Mogul Grin - Bone - Ron English Catalogue Raisonne","items\mogul-grin-bone-1050.html","Individual item page","Custom Toys","../images/Trampt/Mogul%20Grin%20Bone%20-%20DESIGNER%20TOY.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Mogul Grin - Rollie Green UN1TED Platinum","Mogul Grin - Rollie Green UN1TED Platinum - Ron English Catalogue Raisonne","items\rollie-green-un1ted-edition-platinum-mogul-grin-748.html","Individual item page","Custom Toys","../images/Trampt/Rollie Green UN1TED Edition Platinum Mogul Grin - DESIGNER TOY-2.jpeg","9","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Mogul Grin - UN1TED Platinum","Mogul Grin - UN1TED Platinum - Ron English Catalogue Raisonne","items\un1ted-edition-platinum-mogul-grin-833.html","Individual item page","Custom Toys","../images/Trampt/UN1TED%20Edition%20Platinum%20Mogul%20Grin%20-%20DESIGNER%20TOY.jpeg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Mona Grin 1","Mona Grin 1 - Ron English Catalogue Raisonne","items\mona-grin-1-449.html","Individual item page","Custom Toys","../images/Trampt/Mona%20Grin%201%20-%20Custom%20Toy%20-%20Trampt%20item%20449.jpg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Mona Grin 2","Mona Grin 2 - Ron English Catalogue Raisonne","items\mona-grin-2-256.html","Individual item page","Custom Toys","../images/Trampt/Mona%20Grin%202%20-%20Custom%20Toy%20-%20Trampt%20item%20256.jpg","8","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Mona Lisa Grin - Gold","Mona Lisa Grin - Gold - Ron English Catalogue Raisonne","items\gold-mona-lisa-grin-764.html","Individual item page","Custom Toys","../images/Trampt/Gold%20Mona%20Lisa%20Grin%20-%20DESIGNER%20TOY.jpeg","9","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Mona Lisa Grin - Green","Mona Lisa Grin - Green - Ron English Catalogue Raisonne","items\green-mona-lisa-grin-838.html","Individual item page","Custom Toys","../images/Trampt/Green Mona Lisa Grin - DESIGNER TOY-2.jpeg","9","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"Mona Lisa Grin - Pink","Mona Lisa Grin - Pink - Ron English Catalogue Raisonne","items\pink-mona-lisa-grin-711.html","Individual item page","Custom Toys","../images/Trampt/Pink%20Mona%20Lisa%20Grin%20-%20Custom%20Toy%20-%20Trampt%20item%20711.jpg","7","False","0","False","False","False","1","0","","False","False","False","False","False","False","False","True","No Ancillary Documentation section; No Selected Online Documentation section"
"MONARCH ELEPHANT","MONARCH ELEPHANT - Ron English Toys and Sculptural Editions","items\monarch-elephant-177.html","Individual item page","Custom Toys","../images/Trampt/MONARCH%20ELEPHANT%20-%20Original%20Art%20-%20Trampt%20item%20177.jpg","0","False","0","False","False","False","1","1","https://www.trampt.com/item/monarch-elephant-ron-english-oil-IE5F70P2jZADi1","True","False","False","False","False","False","True","True","No Ancillary Documentation section; No Selected Online Documentation section; Has external documentation/source links to review; Contains Trampt link; Contains Working catalogue note"
